index,SMILES,Reorg_g,Reorg_ex
train_11094,CC(C)(O)[C@H]1CCN(c2ccc(-c3cccc(S(C)(=O)=O)c3-c3nn[nH]n3)cn2)C1,0.463668,0.48779
train_11095,COc1ccc([C@@H](NC(=O)CCc2ccc(Cl)s2)C(C)C)cc1,0.168687,0.156429
train_11096,CCCCCNC(=O)N(C)c1cccc(-c2ccc(/C=C(\OCC)C(=O)OCC)cc2)n1,0.252103,0.272206
train_11097,CCOC(=O)c1ccc(NC(=O)N2CCN(CC(=O)N(C)c3ccccc3)CC2)cc1,1.086789,1.161004
train_11098,CCOc1cccc(CNC2(CC(=O)O)CNC2)c1,0.154735,0.149339
train_11099,NNCC1=NC(=O)[C@H]2C=CC=CC2=N1,0.888224,1.292718
train_11100,COc1ccc(F)c(-c2ccc(COc3cccc([C@H](O)CC(=O)O)c3F)cc2[C@@H](C)C(C)(C)C)c1,0.402891,0.481646
train_11101,CCn1cc(-c2cn[nH]c2)cn1,0.74203,0.445902
train_11102,CCc1cccc(NC(=O)c2ccc(OC(C)C)c(OC)c2)c1,1.231631,1.208304
train_11103,N#Cc1cc(Br)ccc1CS(N)(=O)=O,0.311409,0.207138
train_11104,C[C@@H](CCN)CCC(=O)N1CCC(C)(C)C1,1.274621,0.937179
train_11105,COc1ccc(Br)cc1-c1n[nH]c(C(=O)O)c1Cl,0.431458,0.43655
train_11106,C[C@@H](/N=N/c1nc2ccc(F)cc2s1)c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1,0.74927,0.624636
train_11107,Cc1cccc(-c2noc(CN3CCC[C@H](c4n[nH]c(C)n4)C3)n2)c1,1.242033,0.766526
train_11108,CCCn1cc(OCCCS(C)(=O)=O)cn1,0.985584,0.554428
train_11109,CC(C)c1nc(CC(=O)N(C)Cc2cccnc2)cs1,0.675263,0.446467
train_11110,O=C1CSc2cc(-c3cncc4ccccc34)cc3c2N1CC3,0.253804,0.27684
train_11111,COc1ccc(C)cc1[C@@H](CO)NC1CC1,1.204966,1.236458
train_11112,NC(N)=NCCC(=O)N(CCNC(=O)OCC1c2ccccc2-c2ccccc21)CC(=O)O,0.357839,0.24055
train_11113,CCCc1nccn1CCN1CCOCC1,1.49064,0.920564
train_11114,CCOc1ccccc1-n1c(Cl)nc2ccccc2c1=O,0.864612,0.657038
train_11115,Cn1ccc(CCN[C@@H]2CCS(=O)(=O)c3ccccc32)n1,0.81144,1.168638
train_11116,C[C@H](NC(=O)N1CCOC[C@@H]1C[C@@H](C)O)c1ccc2ccccc2c1,0.144576,0.026749
train_11117,Cn1cc(/C=C/C(=O)Nc2ncccc2C(=O)O)cn1,1.133219,0.803509
train_11118,Cc1n[nH]c(C)c1[C@H](C)C(=O)N1Cc2ccccc2-c2ccccc2C1,0.681901,0.610678
train_11119,CCn1nc(C(C)C)cc1C(=O)Nc1nc(CC(=O)OC)cs1,1.491199,1.231889
train_11120,O=c1[nH]n([C@@H]2C[C@@H]3CC[C@H]2C3)c2c3c(ncc12)CC=C3,0.427782,0.37843
train_11121,CCc1cc2c(Cc3ccc(C)cc3F)ccnc2cc1CN(CC)CC,0.632934,0.720822
train_11122,CCNc1nc([C@@H](CC)OC)nc(CC(C)C)c1I,1.413758,1.280407
train_11123,COC[C@@H](NC(=O)c1ccco1)C(C)C,0.687394,0.646006
train_11124,C=CC[C@@H]1[C@@H](N(C)C)C[C@@H](c2ccccc2)[C@@H]([C@H]2CCCCN2C)[C@@H]1c1ccccc1,0.538691,0.57282
train_11125,CN(CC(C)(C)O)C(=O)CCc1ccc(Cl)cc1Cl,0.251018,0.140876
train_11126,C=CC[C@@]1(C(=O)NCCCCc2ccccc2)N=C(c2ccc(OCCCO)cc2)O[C@@H]1c1ccc(Cl)cc1Cl,0.722462,0.618635
train_11127,CCC[C@@H](NC(=O)[C@@H](C)Sc1nnc2n(C)c(=O)c3ccccc3n12)c1ccccc1,0.636255,0.661539
train_11128,CCC(CC)c1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.646168,0.651882
train_11129,C[C@H]1CN(CC2CCN(C(=O)COC[C@H]3CCOC3)CC2)C[C@H](C)O1,1.044894,0.612732
train_11130,COc1ccc2cc(-c3cc(CBr)on3)ccc2c1,1.105777,1.057188
train_11131,CCc1nn(C)cc1Nc1nc2ccccc2cc1C,1.135053,0.721037
train_11132,C=CC(=C)Cc1ccnc2ccccc12,0.586426,0.559978
train_11133,CC[C@@H](C)NC(=O)N(Cc1cccs1)C[C@H]1CCCO1,0.964299,0.826476
train_11134,CC(C)CCNC(=O)COC(=O)c1ccc(-c2nc3ccccc3s2)s1,0.357448,0.267719
train_11135,CCN(CCc1ccncc1)C1=C(c2ccccc2)C(=O)N(Cc2ccc(Cl)cc2)C1=O,0.486347,0.516736
train_11136,CN(C)CCN(C)c1ccc(/C(N)=N/O)cn1,0.648688,0.400385
train_11137,Cc1ccccc1-c1nc2ccc(NC(=O)c3cccnc3)cc2o1,1.325618,1.092875
train_11138,CC(C)(C)Oc1cc(C=O)cc(B2OC(C)(C)C(C)(C)O2)c1,0.391783,0.326647
train_11139,CN(C)Cc1ncc2c(n1)CCC(C)(C)C2,0.956058,0.801245
train_11140,Cn1cc2c(NC[C@@H](CCO)c3ccccc3)ncnc2n1,0.680001,0.561154
train_11141,CC(C)C(=O)Nc1cccc(N[C@H]2CCCOC2)c1,0.387327,0.222342
train_11142,COC[C@@]1(C)CC[C@H](C=O)O1,0.856129,0.404452
train_11143,COC[C@@H](C)NC(=S)NN=C(c1ccccc1)c1ccccc1,0.92609,0.747902
train_11144,CC(=O)NCCN(Cc1cccc(-c2ccccc2C)c1)[C@@H](C)C(=O)O,0.636767,0.429211
train_11145,COC(=O)[C@@H]1CCCN(C(=O)OCc2ccccc2)N1C(=O)CCBr,0.140429,0.136975
train_11146,O=C(NCc1ccccc1)N[C@@H]1CC(=O)N(c2ccccc2)C1,0.146504,0.140575
train_11147,CCCCOC(=O)N[C@@H](C)C(=O)NC1C(=O)N(C)c2ccccc2N(C)C1=O,0.667683,0.35042
train_11148,CC[C@H](c1nnnn1CCC(C)C)N1CCN(c2ccccc2F)CC1,1.128317,0.772303
train_11149,C[C@H]1CCCC[C@@H]1NC(=O)[C@@H](C)N1CCC(Oc2ccccn2)CC1,1.312348,1.113545
train_11150,COc1cc(-n2ccc(C#Cc3ccccc3)nc2=O)ccc1OCC(C)(C)O,0.386595,0.51888
train_11151,C#CCSc1cnc2ccccc2c1SCC#CCOC(=O)/C=C/c1ccccc1,0.787632,0.710345
train_11152,C[C@@]1(CNC(=O)N2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)CCCS1,1.313196,1.446712
train_11153,Cc1cc(C(=O)Nc2cncc(Cl)n2)c(C)o1,0.861578,0.428273
train_11154,CC[C@@H](C)OCc1ccc([C@@H]2NC(=S)N=C(Cl)[C@@H]2C#N)cc1,0.374072,0.442263
train_11155,CC[C@H]1CCC(=O)CC[C@@H](C)/C=C(\C)C1=O,0.661182,0.549013
train_11156,CCCCc1ccc([C@@H](O)c2cccc(F)c2)cc1,1.018194,0.434424
train_11157,O=S(=O)(Nc1ccc(-c2nc3ccc(Cl)cc3s2)cc1)c1cccc2nsnc12,1.039653,0.98351
train_11158,CNCC(NC)(NC)Nc1cccc2c1C(=O)[C@@H]1C(=C2O)C(=O)C=C[C@]1(O)NC(CNC)(NC)NC,1.198508,0.107476
train_11159,CCCOc1ccccc1-c1cc(Br)nc(C(C)C)n1,0.592545,0.621043
train_11160,CNC[C@@H](C)CNc1cc(C)cnn1,0.298136,0.358386
train_11161,CCNC(=O)[C@@H]1CCC(=O)N(c2ccc(C)cc2)[C@@H]1c1cccs1,1.078093,0.851943
train_11162,Cc1c(Cl)cccc1N[C@@H](c1ccco1)c1nccn1C,1.090223,0.778999
train_11163,COc1ccc(/C=C\C(=O)[C@H](C#N)C(=O)N2CCCC2)cc1OC,0.854092,0.776691
train_11164,CCOC(=O)c1noc(C2CC2)c1C(=O)c1ccc(-n2ccnn2)c(OC)c1SC,1.298077,1.364184
train_11165,C=CCNc1ccc(NC(=O)NC2CC2)nc1,0.237399,0.230824
train_11166,O=C(O)c1ccccc1C(=O)Nc1ccc(S[C@@H](C(=O)Nc2ccc(F)cc2)c2ccccc2)cc1,0.83128,0.844931
train_11167,Clc1ccc(CSc2nnc(-c3ccccc3)s2)c(Cl)c1,0.734443,0.699077
train_11168,Cc1nn(C)c(C)c1[C@@H](NC(=O)NCc1ccc(C(=O)O)cc1)C(F)(F)F,1.06491,1.189672
train_11169,CC[C@@]1(C)CNC2(CCCC2)CN1CC1CCOCC1,0.392277,0.377371
train_11170,CNC(=O)c1ccc(NC2(C(=O)Nc3ccc(C#N)c(Cl)c3F)CCC2)cc1F,0.681584,0.637986
train_11171,C=CCCC(=O)[C@@H](CN)CC(C)C,0.735433,0.449408
train_11172,CCCOc1c(C)cc(C)cc1[C@@H](C)CC(N)=S,0.436881,0.309511
train_11173,CCN(Cc1nc2ccccc2n1C(F)F)C1CC1,1.382542,1.046287
train_11174,CCCC(CCC)Oc1ccc(-c2ccc([C@H]3CCC[C@](C#N)(CCCCO)C3)cc2)cc1,0.281507,0.386298
train_11175,Cc1ccc(Cn2ccc3c(c(=O)ccn3-c3ccc(N)c(C(F)(F)F)c3)c2=O)cc1,0.787942,0.579342
train_11176,COCC(=O)N(Cc1ccc(C)o1)C(C)C,0.989883,0.555122
train_11177,Cc1c(Cl)cnc(NC(=O)CN2C(=O)N[C@@]3(CCCC[C@@H]3C)C2=O)c1Cl,0.997892,0.733653
train_11178,CCO[C@]1([C@@H](N)Cc2c(C)cccc2C)CC[C@@H](C)CC1,0.149424,0.14238
train_11179,C[Si](C)(C)CCOCn1c(-c2ccc(OCCN3CCCC3)cc2)cc2c(Oc3ccc(CC(=O)CC4CC4)c(Cl)c3)ncnc21,0.254193,0.370358
train_11180,CC(=O)N1c2ccc(C(=O)NC3CCS(=O)(=O)CC3)cc2[C@H](Nc2ccc(F)cn2)[C@H](C)[C@H]1C1CC1,1.25671,0.884481
train_11181,COc1cc(/C(O)=C2\C(=O)C(=O)N(Cc3ccccc3OC)[C@@H]2c2ccccn2)c(OC)cc1Cl,0.701379,0.386678
train_11182,N=C(c1c(F)cccc1NC(=O)c1c(Cl)cccc1C1CC1)N1CCC[C@H](O)C1,0.671173,0.709895
train_11183,CC(=O)C[C@@H](C)S(=O)(=O)c1ccc(F)c(Cl)c1,0.786996,0.532935
train_11184,C[C@@H](CNC(=O)N[C@H]1CCCC[C@@H]1n1cccn1)CN1CCN(C)CC1,0.56301,0.696119
train_11185,NC1(c2ccc(-c3nc4nc(-c5ccoc5)nn4cc3-c3ccccc3)cc2)CCC1,0.305145,0.230907
train_11186,O=C(NC[C@H]1CCc2ccccc21)N[C@@H]1C[C@@H]2CC[C@H]1O2,0.163203,0.152765
train_11187,COc1ccc(S(=O)(=O)N(C)C)cc1NCc1ncc(-c2ccc(Cl)cc2)o1,0.561834,0.758206
train_11188,O=C1CCCc2[nH]c(=O)c(C(=O)N3CCC(c4ccn[nH]4)CC3)cc21,1.319572,0.12921
train_11189,C#CC[C@@H](NN)[C@@H]1COc2ccccc2C1,0.158285,0.152257
train_11190,Cc1cc(C(=O)c2ccc(Br)s2)sc1C,1.180848,0.715022
train_11191,CCCCCCC(C)(C)c1cc(OCOC)cc(OCOC)c1,0.146558,0.135155
train_11192,O=C(O)CCCNC(=O)NC[C@@H](O)COc1ccc(C(F)(F)F)cc1,0.145093,0.144281
train_11193,COc1ccc(-c2cn(C)c(=O)c3cc(CN4CCCN(C(=O)OC(C)(C)C)CC4)oc23)cc1OC,0.306397,0.376472
train_11194,O=C(NCc1ccc(N2C(=O)c3ccccc3C2=O)cc1)N1CCOCC1,0.774503,0.857157
train_11195,CC(C)(C)[C@@H]1C(=O)C2CCN1CC2,0.723293,0.406138
train_11196,CC(C)c1noc([C@@H](C)Nc2ccc3c(c2)CCC(=O)N3)n1,1.376017,0.93783
train_11197,Cn1c(N2CCN(S(=O)(=O)c3cccc(Cl)c3)CC2)nc2ccccc21,1.156939,1.216809
train_11198,C/C(C(=O)OCCc1ccccc1)=C(/C)c1ccc(O)c(O)c1,0.570336,0.500245
train_11199,COC(=O)c1cccc(NC(=O)c2cc(C)oc2C)c1N,0.328013,0.294525
train_11200,C[C@@H](CNC(=O)C[C@@H](C)[C@H]1CCCNC1)COCc1ccccc1,0.743,1.078415
train_11201,CCN(CC(=O)O)[C@H]1C[C@H](NC(=O)Nc2ccc(OC)c(F)c2)C1,0.510749,0.222502
train_11202,CSc1cc(C)nc(OCc2ccccc2)c1CO,1.308959,1.245012
train_11203,CCCC[C@H]1CN(c2ccc(OC)c(OC)c2)CC[C@@H]1N,0.445543,0.376309
train_11204,CCCN[C@@H](C)C[C@@H](C)N1CCN(CCC)CC1,0.37451,0.384371
train_11205,CC(C)OC(=O)[C@@H]1CCC#Cc2ccccc2C#CC1=O,0.452118,0.413963
train_11206,CN1CCCN(C(=O)c2cccc(C(F)(F)F)c2N)CC1,0.373479,0.359958
train_11207,Cc1[nH]c2ccccc2c1CC(=O)NCCc1cccs1,1.085434,1.142083
train_11208,Cc1ccccc1[C@H]1OC2(C(=O)c3ccccc3C2=O)[C@@H]2C(=O)N(c3ccc(Cl)c(Cl)c3)C(=O)[C@H]12,0.676527,0.537892
train_11209,CNC(=O)CNCc1c(C)cc(C)cc1C,0.138444,0.136803
train_11210,Cc1cc(Br)cc2cc(C(=O)NCCNC(N)=O)oc12,0.293081,0.258945
train_11211,NC(=O)c1ccc(C(=O)N2CCN(Cc3ccccc3)C3(CCCCC3)C2)nc1,0.73951,1.039108
train_11212,Cc1nc2ccc(CN3C[C@H](C#N)CCC3=O)cc2[nH]1,0.151505,0.143754
train_11213,CCOc1ccccc1[C@@H](c1ccc(OC)c(OC)c1)N1CCNCC1,0.7351,0.925578
train_11214,COc1ccc(C[C@@H](O)c2cc(C)cc(C)c2)cc1F,0.322448,0.191335
train_11215,CC[C@@H](C(=O)Nc1cnn(Cc2c(Cl)cccc2Cl)c1)n1cc(Br)cn1,0.737941,0.91763
train_11216,CC(=O)Nc1ccc(-c2csc(NC(=O)c3cc(S(=O)(=O)N4CCCCC4)cn3C)n2)cc1,1.051343,0.988666
train_11217,Cc1ccccc1NC(=O)[C@@H](C)N1C(=O)CNc2ccccc21,1.476817,0.905475
train_11218,CC[C@H]1C(=O)NC(C)(C)C(=O)N1CCc1cscn1,1.247006,0.593943
train_11219,Cc1cc2ncc(C(=O)NCCCCC(=O)O)c(C)n2n1,0.619291,0.545218
train_11220,COC(=O)Nc1ccc2c(c1)C(=O)NCCCCC[C@@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1ncc-2[nH]1,0.785715,0.881631
train_11221,COc1cc(OC)c(CNc2cccc(F)c2)c(OC)c1,0.750398,0.57101
train_11222,Cc1cc(N)cc(C)c1S(=O)(=O)NCC(C(C)C)C(C)C,1.340152,0.34757
train_11223,COc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(Br)cc2)cc1,0.78734,1.327607
train_11224,O=c1ccsc2ncnn12,0.632174,0.574127
train_11225,Cc1cccc2c1ccn2CCN1CCN(C)CC1,0.777619,0.532381
train_11226,CCCN[C@@H](C)c1nnn(-c2cc(Br)ccc2C)c1C,0.674979,1.256096
train_11227,CCN(CC)c1ccc(C(=O)N2CCN([C@@H](C)C(=O)N3CCCCC3)CC2)cn1,1.21754,1.319704
train_11228,CCCCCCCCCCCCCCCCCCN(C)CCN(C)CCCCCCCCCCCCCC,0.651913,1.05512
train_11229,NCC1(C(=O)Cc2ccsc2)CCCC1,0.737401,0.335752
train_11230,CCCN[C@@H](c1cc(F)ccc1C)[C@@](C)(CC)OC,0.761292,0.890018
train_11231,CC(C)OC(=O)N[C@@H](C)[C@H]1CCOC1,0.720332,0.434004
train_11232,COCCOCCCOc1nc2ccc(N)cc2[nH]1,0.259574,0.206312
train_11233,CC(C)C(CN1C[C@@H]2CCCCN2C[C@@H]1C(C)C)C(C)C,0.297886,0.342949
train_11234,Cc1cccc(NC(=O)CSCc2ccc(Cl)cc2)c1C(N)=O,0.748305,0.708534
train_11235,CC(C)[C@@](C#N)(CC[C@H](C)N(C)[C@@H](C)c1ccccc1)c1ccc(Br)cc1,0.814153,0.733159
train_11236,CN(C)C(=O)c1cccc(-c2cc(NC=O)c3ncc(-c4ccc(F)c(Cl)c4)n3c2)c1,0.402164,0.391763
train_11237,CCN[C@@H](C)c1nc([C@@H](OC)C(C)C)no1,1.412567,1.165938
train_11238,CCN(C[C@@H](NC)c1cc(C)ccc1C)C[C@H]1CCCO1,0.652286,0.97425
train_11239,C[C@@H](NC(=O)c1ccnc(NC(=O)C2CC2)n1)c1ccc(OC[C@@](C)(F)I)nc1,1.119965,0.467466
train_11240,Cc1nc(COc2ccccc2-c2nc(C3(N)CCCC3)no2)no1,0.795109,1.182222
train_11241,Cc1ccc2c(c1)CCCN2CC(=O)c1cccn1C,0.513067,0.464342
train_11242,C[C@H]1C[C@H](C(=O)O)CN(C(=O)Cc2c[nH]c3cc(F)ccc23)C1,0.364521,0.330763
train_11243,Cc1cc(C)c([C@@H](N)CN2CCC[C@H](C)C2)c(C)c1,0.576983,0.763968
train_11244,CCc1c(C)ccc2nc3ccccc3cc12,0.209495,0.212481
train_11245,Fc1ccc(OC[C@@H](CS)c2ccccc2)cc1F,0.45564,0.189168
train_11246,CNc1nc([C@@]2(C)CCCO2)nc2c1CCCC2,0.8561,0.706366
train_11247,CN(Cc1ccccc1)[C@@H](CNC(=O)c1ccc2c(c1)OCO2)C1CC1,0.652261,0.585757
train_11248,Cn1nc(-c2ccccc2)c(-c2ccc(Cl)cc2)c1N,0.94183,0.738289
train_11249,COc1ccc([C@@H](CN2CCNCC2)N(C)CCO)cc1C,0.865521,0.919959
train_11250,S=C(S)NCCCCCCCCCCCCCCCCCCCCS,1.23519,0.791
train_11251,CCCN[C@@H](CO)CCN1CCOCC1(C)C,0.420471,0.646771
train_11252,Cc1ccc(NCc2ccc(Cl)cc2C)cn1,0.562734,0.771084
train_11253,FC(F)COCCc1nc([C@H]2CCCCN2)no1,1.382629,0.976747
train_11254,CC(C)C[C@H](Nc1ccnc(N2CCN(c3ccccc3)CC2)n1)C(=O)NCC#N,0.845732,1.411144
train_11255,CCOC(=O)[C@@H](N)Cc1ccc(Cl)cc1C,0.737162,0.688904
train_11256,COc1ccccc1OCCn1cc(C=O)nn1,0.370954,0.327646
train_11257,CC(=O)N1Cc2c(N)ncnc2[C@@H]1C,0.697362,0.607358
train_11258,Cc1ccc(C(=O)Nc2cc(Br)ccc2C)cc1N,0.241994,0.306899
train_11259,O=C(NC1CCN(c2ccccc2C(=O)N2CCN(c3ccc(Cl)cc3)CC2)CC1)C1CCCCC1,0.406381,0.364748
train_11260,COc1ccc(OCC[C@@H](C#N)c2ccc3c(c2)OCO3)cc1,0.1612,0.161556
train_11261,N[C@@H](CC1CC1)c1ccc(F)c(F)c1,1.130088,0.962057
train_11262,Nc1nccc(-c2cnc3n(c2=O)CCS3)n1,0.301492,0.305099
train_11263,C[C@@H](Nc1ccccc1-n1cnnn1)[C@@H]1C[C@@H]2C=C[C@H]1C2,1.217969,0.423919
train_11264,CCOc1ccccc1[C@@H]1C(C(=O)OC(C)C)=C(C)NC2=C1C(=O)C[C@H](c1ccc(OC)c(OC)c1)C2,0.294397,0.27106
train_11265,CCN/C(=N\C[C@@H](C(C)C)N1CCN(C)CC1)N[C@@H](C)c1ccc(C)c(F)c1,0.570671,0.712834
train_11266,CCC#CCc1ccnnc1,0.90504,0.602616
train_11267,CCN(CC)CC/C(=N/O)c1ccccc1,0.552545,0.868319
train_11268,COC(C)(C)C[C@@H](N)c1cnc2ccccc2c1,0.572418,0.56785
train_11269,C=CCN1C(=S)N(C)NC12CCCCC2,1.318437,0.651891
train_11270,CCc1ccc(S(=O)(=O)O)c(CSN2CCC/C2=N/N=C2\CCCN2SCc2cc(CC)ccc2S(=O)(=O)O)c1,1.024727,1.074072
train_11271,CCC[C@@H](Sc1nnc(C)n1-c1cccc(C)c1)C(=O)OCC,0.960556,0.942606
train_11272,CCOC(CC)(CC)c1noc([C@@]2(N)CCOC2)n1,1.457184,1.409423
train_11273,CCCN[C@@H]([C@H]1CCC[C@H](CC)C1)C1(OC)CCOCC1,0.55094,0.594651
train_11274,CCc1nc(-c2ccncc2C)sc1CNC(C)(C)C,0.644488,0.899218
train_11275,O=C(NCc1ccccc1)c1ccnc(C(=O)NCc2ccccc2F)c1,0.476339,0.360777
train_11276,N#Cc1cc(C(=O)NC2COC2)cc2nc(C(F)(F)F)c(CC3CCC(F)(F)CC3)n12,0.295038,0.27073
train_11277,O=C1Nc2ccccc2N(CCN2CCOCC2)c2ccccc21,0.853683,0.42564
train_11278,CC(C)c1nc2c([nH]1)CNC2,1.353335,1.300771
train_11279,CCOc1ccc2oc(C(=O)Nc3sc(C)c(C)c3C#N)c(C)c2c1,1.343394,1.187697
train_11280,COC(=O)[C@@H](N)CCc1cc(C)c(OC)cc1C,0.233864,0.191652
train_11281,CNc1ncc(C(=O)C(C)(C)C)s1,0.415887,0.351329
train_11282,CCCCNC(=O)[C@@H](C)N(Cc1ccc(F)cc1)C(=O)CN(c1cc(Cl)ccc1Cl)S(C)(=O)=O,1.305408,1.066277
train_11283,CC(C)N1[C@H]2CC[C@H]1CN(C(=O)N[C@H]1CCCN(c3cnn(C)c3)C1)CC2,1.390839,1.161928
train_11284,CCc1ccc(-c2ccc(CCc3ccc([C@H]4CC[C@H](C)CC4)c(F)c3F)cc2)c(F)c1,0.331883,0.398723
train_11285,CCC(CC)[C@@H](N)CSc1ccc(F)cc1,0.244837,0.25315
train_11286,CCNC(=O)CCNc1cc(Cl)cc(C(F)(F)F)c1,0.175521,0.491236
train_11287,CCCc1ccc2c(c1)C[C@@]1(CC2=O)CC2=CC[C@@H]1C2,0.599671,0.496936
train_11288,Cc1ccc2c(c1)C[C@@H](CC1(CCl)CCCC1)O2,0.175774,0.179576
train_11289,CC(C)OC(=O)Oc1ccc(C[C@H](NC[C@@H](C)OC(=O)OCC(C)(C)C)C(=O)O)cc1OC(=O)OC(C)C,1.3129,0.877693
train_11290,COc1ccc([C@@H]2CC(c3cccn3C)=NN2C(=O)CN(CCN2CCOCC2)C(C)=O)cc1,1.007346,1.000497
train_11291,Cc1nc(CN2CCN([C@@H](C)c3nc(-c4cccs4)no3)CC2)cs1,0.585238,0.980092
train_11292,O=C(Nc1ccccn1)[C@H]1CC(=O)N(c2cccc(Br)c2)C1,1.480451,0.704704
train_11293,Fc1cc(Cl)c2c(c1)[C@@H](Br)CC2,0.976662,0.787525
train_11294,CN(Cc1cn2ccccc2n1)C[C@H]1CCCN1,0.708062,1.007706
train_11295,Cc1cc(C#N)nc(N2CCNC(=O)[C@@H]2C)n1,0.885727,0.670293
train_11296,CC(C)(CC(=O)O)Cc1nnc(CC[C@H]2CCCCO2)o1,1.400148,1.00396
train_11297,CC(C)Cc1nn(-c2cccc(Cl)c2)c2c1C(=O)CC(C)(C)C2,0.366486,0.311867
train_11298,Cc1ccc(C)c(-c2nn(C)c(=O)cc2CN)c1,0.65393,0.48142
train_11299,C[C@H]1CCCN(Cc2c(O)c(=O)cc(CO)n2CCCO)C1,0.437881,0.389989
train_11300,CC(C)[C@H](C(=O)O)N1C(=O)/C(=C/c2ccccc2O[C@H](C)C(=O)O)SC1=S,0.455031,0.359805
train_11301,Cn1c(=O)c2ccccc2n2c(CN3CCN(CC(=O)N4CCCC4)CC3)nnc12,1.054961,1.425953
train_11302,O=C(CCN1C(=O)[C@H]2CCCC[C@@H]2C1=O)Nc1ccccc1F,1.113968,0.459402
train_11303,O=C1CC[C@H](C(=O)NCc2ncc3ccccn23)N1,0.391341,0.37189
train_11304,CCCN1CCC(NC[C@@H](O)c2ccc(F)cc2)CC1,1.167059,1.103397
train_11305,COC(=O)c1ccc(CNC[C@@H]2CCCN(C)C2)o1,0.914451,0.861553
train_11306,C=C[C@H]1CC[C@H](c2ccc(-c3ccc([C@H]4CC[C@H](CCC)OC4)c(F)c3F)c(F)c2F)OC1,0.368237,0.408492
train_11307,O=C(OC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)[C@@H]1CCCN1C(=O)OCc1ccccc1,0.290676,0.124993
train_11308,C/C(=C/c1ccc(F)cc1)CBr,0.434791,0.572848
train_11309,CCC[C@@H](C(=O)Nc1cc(CNC(C)=O)c2[nH]c(C(C)(C)C)cc2c1)c1ccc2c(c1)OCO2,0.777832,0.656184
train_11310,COc1ccc(NC(=O)[C@H](C)N(C)Cc2ccccc2)cc1,1.061206,0.827698
train_11311,CCOc1ccc(OC)cc1NC(=O)N1CCC(C(=O)O)CC1,0.188205,0.159539
train_11312,Cc1ccc(N(C)c2ccc3nc(Nc4ccc(CNCC(N)=O)cn4)sc3n2)cc1,0.625099,0.386116
train_11313,Cc1nn(-c2nncc(-c3ccccc3)n2)c2c1[C@H](c1ccc(Br)cc1)CC(=O)N2,0.514207,0.354936
train_11314,CCN(CC)CCN1C(=O)c2oc3ccccc3c(=O)c2[C@@H]1c1ccc(Br)cc1,0.887703,1.083155
train_11315,CNCC1(c2ccccn2)CCC1,0.851038,0.161373
train_11316,c1ccc(CN2C[C@H]3CCN(C4CCCC4)C[C@H]32)cc1,0.645029,0.873629
train_11317,CNC(=O)c1cnn2ccc(C(C)C)cc12,0.547431,0.509298
train_11318,CCCCCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cc1ccc(-c2ccc(C#N)cc2)cc1,0.233825,0.288821
train_11319,Cc1nn(-c2ccccn2)c(C)c1CCNC(=O)c1ccccc1C(F)(F)F,0.857729,0.951147
train_11320,Fc1cc(Br)ccc1-c1ccc(-c2cc3cc[nH]c3cn2)c(F)c1,0.2409,0.30372
train_11321,CCC[C@@H](CNC(=O)N(C)Cc1ccc(Br)cc1)C(=O)O,0.190208,0.155804
train_11322,Cc1cc(C(=O)N(C[C@H]2CCOC2)C2CC2)c2cnn(C(C)C)c2n1,0.491595,0.677251
train_11323,Cc1cc(S(=O)(=O)Nc2ccccc2F)ccc1N1CCCC1=O,1.05604,0.062429
train_11324,COC(=O)C1=C(C(=O)OC)[C@H](c2c3cccccc-3c(C=O)c2[Si](C)(C)C(C)(C)C)N(C(C)(C)C)O1,0.380496,0.33674
train_11325,CCCCOc1cc(C(N)=O)c(N)cc1OC,0.564917,0.539677
train_11326,O[C@@H]1C[C@H](Oc2cc(F)cc(F)c2)C12CCCC2,0.173373,0.125378
train_11327,O=C(Cn1c(=O)n(Cc2cccc(Cl)c2)c(=O)c2ccccc21)Nc1cc(F)ccc1Cl,1.039357,0.854248
train_11328,CC(=O)N[C@@]1(c2nc(C)no2)CCN(Cc2cccnc2C)C1,0.658929,0.638148
train_11329,OCc1c(OCCSC(F)(F)F)ccc2ccccc12,0.227002,0.21003
train_11330,O=C1N[C@@H](CCc2ccccc2)C(=O)N1C[C@H](O)c1ccc(F)c(F)c1,0.2882,0.167678
train_11331,CC[C@@]1(c2ccccc2)O[C@@H]1C(=O)OCC(C)C,0.163722,0.154678
train_11332,CC1=C(c2ccc(N)cc2)CC(=O)N=N1,0.502454,0.622188
train_11333,CCC(=O)OCc1cnc(C)c2o/c(=N\c3ccccc3)c(C(=O)Nc3ccc(OC)cc3OC)cc12,0.308253,0.37612
train_11334,C[C@H]1CN(S(=O)(=O)c2cccc3c(=O)[nH]cc(F)c23)[C@H](C)CN1,1.498918,1.221621
